address,bed_room_location_privacy,beds,challenging_behaviors,city,funding_type,nursing_support,overnight_supervision,phone_number,physical_accommodations,profile_id,provider,state,type_of_home,typical_staffing_pattern,updated,url
2029 Pin Oak Dr.,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Eagan,"CADI Waiver, TBI, Elderly Waiver, Private Pay",On Call,Awake,6128145254,,3931,Alliance Assisted Living Inc,MN,In-Home,1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=3931
17365 Fontana Path,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Farmington,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",,Awake,614-599-4469,,4096,Access Recovery Center INC,MN,"In-Home, Respite, Out of Metro Crisis Bed",1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=4096
1324 Thomas Ave N,"Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Minneapolis,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6123454655,,3851,Seed Home Healthcare LLC,MN,"In-Home, Out of Metro Crisis Bed",1:2,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=3851
380 York Ave,"Main Floor, Basement, Upstairs /",5,,St Paul,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,,6127306965,Bathroom Hand Rails,5500,Caring Squads LLC 55+ private rooms/baths,MN,"CRS/Formerly SLS, SILS, In-Home",,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=5500
8617 Portland Ave S,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Bloomington,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6122450436,"Wheelchair, Ramp, Bathroom Hand Rails",5102,Beautiful Hearts LLC,MN,"CRS/Formerly SLS, ICF, In-Home, Respite",1:1,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=5102
1506 153rd Lane Northwest,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Andover,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",,Sleep,612-749-7239,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",3728,Beyene Hamdino,MN,"Foster Care, In-Home",1:1,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=3728
5643 Northport Dr,"Main Floor, Basement /",5,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Center,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6512834764,Bathroom Hand Rails,5443,Blissful Home Care Inc,MN,In-Home,2:4,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=5443
3948 Bloomington Ave South,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,612-701-6716,"Wheelchair, Ramp, Bathroom Hand Rails",3492,True Care Living,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Temporary Care",2:4,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=3492
3813 JANET LANE,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency",Brooklyn Center,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,612-701-6716,"Wheelchair, Bathroom Hand Rails",4461,True Care Living,MN,In-Home,2:4,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=4461
2520 Southcrest Ave E,"Main Floor, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Maplewood,"DD Waiver, CADI Waiver, Medical Assistance",,Awake,651-592-0280,Bathroom Hand Rails,4031,Joyful Home,MN,"Foster Care, In-Home",1:1,"Jul 10, 2023",https://mnopenings.org/profile/housing/?profile=4031
12345 3rd St NE,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Blaine,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,16513578878,"Wheelchair, Ramp, Bathroom Hand Rails",4068,Argo family Foster Care,MN,"Foster Care, In-Home, Respite, Out of Metro Crisis Bed",1:1,"Jul 09, 2023",https://mnopenings.org/profile/housing/?profile=4068
9130 Louisiana Ave N,"Main Floor, Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6122108418,"Wheelchair, Ramp, Stair Lift, Bathroom Hand Rails",5223,Caring Angels Inc.,MN,"CRS/Formerly SLS, ICF, In-Home",2:4,"Jul 08, 2023",https://mnopenings.org/profile/housing/?profile=5223
210 North Owasso Blvd,Main Floor /,6+,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Shoreview,Medical Assistance,On Site,Awake,651-266-0727,Bathroom Hand Rails,4106,Lake Owasso Residence,MN,ICF,1:3,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=4106
9118 Woodhall Crossing,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",BROOKLYN PARK,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,7636398302,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",3058,"Guaranteed Home Health Care, LLC",MN,"SILS, In-Home, Respite",2:4,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=3058
11742 Fillmore St NE,"Main Floor, Upstairs /",3,"Self Injurious, Verbal Aggression, Elopement, Alcohol / Chemical Dependency",Blaine,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",,Sleep,6052018217,Bathroom Hand Rails,4152,Friendly Adult Foster Care,MN,Foster Care,1:3,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=4152
2701  O'HENRY ROAD,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",BROOKLYN CENTER,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,610-202-6770,"Hospital Bed, Bathroom Hand Rails",4934,Agapecare Services LLC,MN,"ICF, In-Home, Respite",2:4,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=4934
3818 61st Avenue,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",BROOKLYN CENTER,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,612-227-7900,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",4935,Agapecare Services LLC,MN,"ICF, In-Home, Respite",2:4,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=4935
2401 Williams Drive,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Burnsville,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6129132744,Bathroom Hand Rails,3450,Doswell Homes,MN,"CRS/Formerly SLS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:1,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=3450
6852 7th Street NE,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Fridley,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6084660744,Bathroom Hand Rails,4487,Doswell Homes,MN,"ICF, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=4487
2218 Doswell Avenue,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Saint Paul,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6519837731,Bathroom Hand Rails,2869,Doswell Homes,MN,"In-Home, Respite, Out of Metro Crisis Bed",1:2,"Jul 07, 2023",https://mnopenings.org/profile/housing/?profile=2869
6800 Quail Ave N,Main Floor /,1,"Verbal Aggression, Property Destruction, Alcohol / Chemical Dependency",Brooklyn Center,"CAC, CADI Waiver, TBI, Private Pay",On Site,Awake,952-658-6176,Bathroom Hand Rails,4242,Bright Path Homes,MN,"CRS/Formerly SLS, SILS",1:2,"Jul 06, 2023",https://mnopenings.org/profile/housing/?profile=4242
**** HELENA RD N,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Oakdale,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6123820770,"Wheelchair, Hoyer Lift, Ramp, Stair Lift, Bathroom Hand Rails",5481,Compassionate Care 18+,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite",1:2,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5481
3119 4th ave south,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-520-1426,,3824,Hope Wellness Center Inc.,MN,"CRS/Formerly SLS, In-Home",1:2,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=3824
3240 Sprague Ave,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency",Anoka,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,(612) 978-0574,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",3526,Noble Cares LLC,MN,"CRS/Formerly SLS, Out of Metro Crisis Bed",2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=3526
Brookdale Drive,"Main Floor, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,763-269-9313,"Wheelchair, Hoyer Lift, Ramp, Stair Lift, Bathroom Hand Rails",3813,Melkezedek Care LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite",1:1,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=3813
XXX Jergen Ave S,Upstairs /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction",Cottage Grove,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay",On Call,Awake,952-852-9612,,5494,REM Minnesota,MN,CRS/Formerly SLS,1:2,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5494
XXX  East 145th St,Main Floor /,1,,Burnsville,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay",On Call,Awake,952-852-9612,"Wheelchair, Hoyer Lift, Ramp",5471,REM Minnesota,MN,CRS/Formerly SLS,1:3,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5471
XXXX Birchcrest Drive,Upstairs /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction",White Bear Lake,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Awake,6516436766,,5194,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5194
xxxx Pleasant View Court,Main Floor /,1,"Verbal Aggression, Elopement",Moundsview,"DD Waiver, CADI Waiver, TBI",On Call,Awake,6516436766,,4045,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",1:2,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=4045
XXXX Nebraska Avenue E,Upstairs /,1,"Self Injurious, Verbal Aggression, Physical Aggression",St. Paul,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Awake,6516436766,,4877,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=4877
XXXX Churchill Street,Upstairs /,1,,St. Paul,"DD Waiver, CADI Waiver, Private Pay",On Call,Sleep,6516436766,,5236,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5236
XXXX Shryer Avenue,Basement /,1,,Roseville,"DD Waiver, Private Pay",On Call,Awake,6516436766,,5051,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5051
XXXX Edgemont Street North,Basement /,1,,Maplewood,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Awake,6516436766,,4911,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=4911
X Sandralee Drive East,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression",St. Paul,"DD Waiver, CADI Waiver, TBI",On Call,Awake,6516436766,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5164,"REM Ramsey, Inc.",MN,CRS/Formerly SLS,2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5164
XXX McKnight Road South,Main Floor /,1,,Maplewood,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Awake,6516436766,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",4876,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",1:2,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=4876
XXXX Hillview Road,Main Floor /,1,"Verbal Aggression, Physical Aggression, Property Destruction, Elopement",Moundsview,"DD Waiver, CADI Waiver",On Call,Awake,6516436766,,5459,"REM Ramsey, Inc.",MN,CRS/Formerly SLS,1:1,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5459
XXXX Hodgson Road,Main Floor /,1,,Shoreview,"DD Waiver, TBI",On Call,Awake,6516436766,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",5467,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5467
XXX Crestivew Drive North,Upstairs /,1,,Maplewood,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Awake,6516436766,,5470,"REM Ramsey, Inc.",MN,Respite,2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=5470
5661 Nortport Dr,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn center,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6512834764,"Ramp, Hospital Bed, Bathroom Hand Rails",4134,Blissful Home Care Inc,MN,In-Home,2:4,"Jul 05, 2023",https://mnopenings.org/profile/housing/?profile=4134
3501 62nd ave no,"Main Floor, Basement /",3,"Verbal Aggression, Property Destruction, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Center,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,763-306-9645,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",3162,Butterfly Bound Care,MN,"CRS/Formerly SLS, In-Home, Respite, Temporary Care",1:2,"Jul 03, 2023",https://mnopenings.org/profile/housing/?profile=3162
3207 67TH AVE NO,"Main Floor, Basement /",1,"Verbal Aggression, Property Destruction, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Center,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,763-306-9645,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",3163,Butterfly Bound Care,MN,"CRS/Formerly SLS, In-Home, Respite, Temporary Care",1:2,"Jul 03, 2023",https://mnopenings.org/profile/housing/?profile=3163
6212 Chowen Ave no,"Main Floor, Basement, Upstairs /",3,"Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Center,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,763-670-3715,"Hospital Bed, Bathroom Hand Rails",3954,Butterfly Bound Care,MN,"CRS/Formerly SLS, In-Home, Respite, Out of Metro Crisis Bed",1:2,"Jul 03, 2023",https://mnopenings.org/profile/housing/?profile=3954
3940 9th Lane,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Positive Support Transition Plan",Anoka,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,9522156123,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",3491,Golden Hearts Home Care Services LLC,MN,"ICF, Foster Care, Respite, Temporary Care",2:4,"Jul 03, 2023",https://mnopenings.org/profile/housing/?profile=3491
3659 Tower Pond Dr,"Main Floor, Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Anoka,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,9522156123,"Hospital Bed, Bathroom Hand Rails",3071,Golden Hearts Home Care Services LLC,MN,"CRS/Formerly SLS, ICF, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:3,"Jul 03, 2023",https://mnopenings.org/profile/housing/?profile=3071
